elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.975417,3.5
13.954187,3.42239,3.758336
24.798938,3.265303,3.645364
29.257188,3.451486,3.794642
34.970625,3.500016,3.726082
43.364625,3.669174,3.875888
58.641625,3.477525,3.647706
68.463687,3.604691,3.823778
73.143937,3.567706,3.811059
77.904,3.604742,3.845517
92.056812,3.49786,3.753962
100.683,3.573669,3.807171
114.50075,3.46979,3.664508
116.857563,3.480435,3.663712
123.084125,3.494905,3.617489
130.80475,3.542625,3.6622
141.825813,3.544036,3.649596
150.2895,3.570425,3.683408
163.823188,3.539265,3.668257
168.629688,3.560181,3.684838
177.1325,3.538566,3.651964
181.59075,3.561854,3.675853
