block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.528233,3.0,5.0,1,5.0
5.0,10.0,3.206547,3.0,5.0,1,5.0
10.0,15.0,3.02955,3.0,5.0,1,5.0
15.0,20.0,2.863867,3.0,5.0,1,5.0
20.0,25.0,2.647268,2.317528,5.0,2,5.0
25.0,30.0,1.83343,2.25,5.0,1,5.0
30.0,35.0,3.362629,2.428664,5.0,2,5.0
35.0,40.0,2.539897,3.625,5.0,1,5.0
40.0,45.0,3.304541,3.625,5.0,1,5.0
45.0,50.0,2.504039,3.625,5.0,1,5.0
50.0,55.0,2.87267,3.388813,5.0,2,5.0
55.0,60.0,3.24505,3.0,5.0,1,5.0
60.0,65.0,2.574417,3.0,5.0,1,5.0
65.0,70.0,2.735334,3.0,5.0,2,5.0
70.0,75.0,3.047195,3.0,5.0,1,5.0
75.0,80.0,2.588407,3.0,5.0,1,5.0
80.0,85.0,2.947852,2.671081,5.0,2,5.0
85.0,90.0,2.680411,2.711913,5.0,2,5.0
90.0,95.0,2.746312,3.0,5.0,1,5.0
95.0,100.0,3.280043,2.963053,5.0,2,5.0
100.0,105.0,3.168365,2.75,5.0,1,5.0
105.0,110.0,3.274513,2.75,5.0,2,5.0
110.0,115.0,2.637979,2.75,5.0,1,5.0
115.0,120.0,3.058089,2.75,5.0,1,5.0
120.0,125.0,2.728759,2.75,5.0,1,5.0
125.0,130.0,3.175042,2.865469,5.0,2,5.0
130.0,135.0,1.920812,2.875,5.0,1,5.0
135.0,140.0,3.123149,2.875,5.0,1,5.0
140.0,145.0,2.775719,2.842661,5.0,2,5.0
145.0,150.0,2.561082,2.75,5.0,1,5.0
150.0,155.0,2.981255,2.75,5.0,1,5.0
155.0,160.0,3.385665,2.22332,5.0,2,5.0
160.0,165.0,2.355539,2.125,5.0,1,5.0
165.0,170.0,2.447787,2.125,5.0,1,5.0
170.0,175.0,2.396993,2.621825,5.0,2,5.0
175.0,180.0,2.791059,2.625,5.0,1,5.0
180.0,185.0,3.0423,2.625,5.0,1,5.0
185.0,186.281875,3.498235,2.625,1.281875,1,5.0
