seconds,mos_pred_concat,mos_target_concat_durw
9.147687,2.988487,3.5
19.992438,2.861882,3.5
25.705875,2.891493,3.472217
40.982875,2.911178,3.296191
45.663125,2.905844,3.329892
59.815938,2.851223,3.310989
73.633688,2.817439,3.18226
79.86025,2.835343,3.148557
90.881313,2.852863,3.191176
104.415,2.888738,3.231204
112.917813,2.88014,3.213794
123.950563,2.895022,3.205891
141.640063,2.892051,3.164566
153.762313,2.887455,3.112173
164.481125,2.894832,3.17003
178.503938,2.899768,3.156673
188.691688,2.883979,3.127967
