seconds,mos_pred_concat,mos_target_concat_durw
12.4,4.037928,2.615385
18.02,4.049935,2.735337
24.59,4.084603,2.973039
26.97,4.092237,3.0433
30.18,4.115351,3.145056
32.95,4.102534,3.188906
40.48,4.041125,3.136855
43.75,4.012338,3.113037
46.54,4.002403,3.112255
53.06,3.908125,3.154316
59.07,3.935873,3.14879
64.43,3.947887,3.187606
69.88,3.941074,3.205471
76.49,3.891075,3.252527
82.51,3.883765,3.217265
84.62,3.872652,3.230549
87.69,3.889821,3.247939
91.72,3.889109,3.251691
97.27,3.873479,3.251595
100.97,3.881679,3.248483
105.95,3.862464,3.222702
109.11,3.848973,3.216252
115.03,3.83848,3.219159
118.35,3.84111,3.201322
126.48,3.840699,3.233377
134.87,3.848612,3.224043
137.81,3.84319,3.227021
139.95,3.840376,3.23189
145.26,3.835637,3.226737
150.67,3.831605,3.250911
152.99,3.838259,3.241419
159.0,3.829891,3.249475
163.54,3.833108,3.250878
167.01,3.817989,3.268331
170.56,3.814173,3.264348
172.44,3.808583,3.266138
175.04,3.802669,3.279514
178.91,3.815464,3.273468
182.28,3.804345,3.288954
