block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.17373,3.125,5.0,1,5.0
5.0,10.0,3.175829,3.1565,5.0,2,5.0
10.0,15.0,3.207041,3.625,5.0,1,5.0
15.0,20.0,3.242484,3.625,5.0,2,5.0
20.0,25.0,3.522728,3.609375,5.0,2,5.0
25.0,30.0,2.944906,3.5,5.0,1,5.0
30.0,35.0,2.944906,3.5,5.0,1,5.0
35.0,40.0,3.003785,3.381875,5.0,2,5.0
40.0,45.0,3.223439,2.954,5.0,2,5.0
45.0,50.0,3.152015,3.125,5.0,1,5.0
50.0,55.0,3.152015,3.125,5.0,1,5.0
55.0,60.0,3.155915,2.95925,5.0,2,5.0
60.0,65.0,3.157897,2.875,5.0,1,5.0
65.0,70.0,3.157897,2.875,5.0,1,5.0
70.0,75.0,3.219174,3.52675,5.0,2,5.0
75.0,80.0,3.379243,3.50225,5.0,2,5.0
80.0,85.0,3.535605,3.375,5.0,1,5.0
85.0,90.0,3.345187,3.047,5.0,2,5.0
90.0,95.0,2.955063,2.375,5.0,1,5.0
95.0,100.0,2.955063,2.375,5.0,1,5.0
100.0,105.0,3.132062,2.7235,5.0,2,5.0
105.0,110.0,3.209007,2.875,5.0,1,5.0
110.0,115.0,3.35774,3.22375,5.0,2,5.0
115.0,120.0,3.368935,3.25,5.0,1,5.0
120.0,125.0,3.267949,3.331,5.0,2,5.0
125.0,130.0,3.213092,3.375,5.0,1,5.0
130.0,135.0,3.213092,3.375,5.0,1,5.0
135.0,140.0,3.159946,3.375,5.0,2,5.0
140.0,145.0,3.078885,3.375,5.0,1,5.0
145.0,150.0,3.078885,3.375,5.0,1,5.0
150.0,155.0,3.457993,3.495125,5.0,2,5.0
155.0,160.0,3.473378,3.5,5.0,1,5.0
160.0,165.0,2.962537,2.975,5.0,2,5.0
165.0,170.0,2.865234,2.875,5.0,1,5.0
170.0,175.0,2.865234,2.875,5.0,1,5.0
175.0,180.0,3.047755,3.426875,5.0,2,5.0
180.0,185.0,3.07194,3.5,5.0,1,5.0
185.0,185.935,3.07194,3.5,0.935,1,5.0
