elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.794937,3.319013,3.25
19.040125,2.584676,2.408312
20.77,2.735569,2.572112
34.000125,2.651918,2.738612
43.589937,2.915138,3.181119
50.345,2.990893,3.123273
59.203437,3.204338,3.273158
79.653625,3.099355,3.203028
84.587875,3.163018,3.271393
90.757938,3.137614,3.21895
95.936,3.146786,3.281347
112.186125,3.032478,3.186275
116.714,3.050242,3.222693
135.474187,2.992498,3.278404
141.8945,3.062505,3.339333
153.274687,3.000554,3.314139
154.784,3.012816,3.32814
168.684125,2.976449,3.239298
173.328125,3.01879,3.273076
191.653312,2.984859,3.235013
