block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.397096,4.25,5.0,1,5.0
5.0,10.0,4.410175,4.25,5.0,2,5.0
10.0,15.0,4.230373,4.25,5.0,2,5.0
15.0,20.0,4.571617,4.25,5.0,2,5.0
20.0,25.0,4.475289,4.25,5.0,1,5.0
25.0,30.0,4.167407,4.338231,5.0,2,5.0
30.0,35.0,4.453761,4.344336,5.0,2,5.0
35.0,40.0,4.246656,4.242272,5.0,2,5.0
40.0,45.0,4.123359,4.121309,5.0,2,5.0
45.0,50.0,4.608943,4.333963,5.0,2,5.0
50.0,55.0,4.453925,4.4261,5.0,2,5.0
55.0,60.0,4.509789,4.25,5.0,1,5.0
60.0,65.0,4.371128,4.329422,5.0,2,5.0
65.0,70.0,4.311193,4.309027,5.0,2,5.0
70.0,75.0,4.541766,4.308039,5.0,2,5.0
75.0,80.0,4.077994,4.306684,5.0,2,5.0
80.0,85.0,4.309351,3.59355,5.0,2,5.0
85.0,90.0,4.428532,4.477084,5.0,2,5.0
90.0,95.0,4.54757,4.375,5.0,1,5.0
95.0,100.0,4.687677,4.432631,5.0,2,5.0
100.0,105.0,4.537153,4.625,5.0,1,5.0
105.0,110.0,4.426944,4.284125,5.0,2,5.0
110.0,115.0,4.512755,4.125,5.0,1,5.0
115.0,120.0,4.52056,4.233823,5.0,2,5.0
120.0,125.0,3.929265,3.219219,5.0,2,5.0
125.0,130.0,4.471408,3.555175,5.0,2,5.0
130.0,135.0,4.567068,4.232034,5.0,2,5.0
135.0,140.0,4.467476,4.582311,5.0,3,5.0
140.0,145.0,4.367778,4.625,5.0,1,5.0
145.0,150.0,4.490602,4.23965,5.0,2,5.0
150.0,155.0,4.278183,4.341281,5.0,2,5.0
155.0,160.0,4.344238,4.375,5.0,2,5.0
160.0,165.0,4.429494,4.164334,5.0,2,5.0
165.0,170.0,4.248077,4.169359,5.0,2,5.0
170.0,175.0,4.533891,4.75,5.0,1,5.0
175.0,180.0,4.211038,4.69262,5.0,2,5.0
180.0,185.0,3.647134,3.467083,5.0,2,5.0
185.0,185.75975,4.485049,3.25,0.75975,1,5.0
