seconds,mos_pred_concat,mos_target_concat_durw
5.178063,3.044765,4.375
16.55825,2.200918,3.429987
25.416688,2.774318,3.672219
29.944563,2.807942,3.740683
43.844688,2.667884,3.26809
50.265,2.814031,3.441408
63.495125,2.701615,3.349434
70.250188,2.733469,3.291794
89.010375,2.61858,3.362022
93.805313,2.612664,3.356296
98.449313,2.657866,3.410246
112.6945,2.575606,3.247784
131.019688,2.536191,3.195644
135.953938,2.575607,3.238447
137.46325,2.576117,3.255044
143.633313,2.58368,3.222609
159.883438,2.56982,3.16187
161.613313,2.582894,3.174855
171.203125,2.60974,3.263086
191.653312,2.61131,3.235013
