seconds,mos_pred_concat,mos_target_concat_durw
6.322938,4.552549,4.5
11.083,4.38884,4.446313
16.047563,4.468503,4.385581
25.869625,4.482855,4.571401
32.471187,4.488139,4.404406
40.865187,4.470096,4.424042
50.717562,4.45503,4.390232
55.175812,4.45033,4.409202
57.098562,4.454047,4.424887
61.905062,4.435663,4.411308
68.553062,4.430926,4.444153
77.01675,4.368282,4.422817
83.304875,4.341695,4.419208
91.0255,4.332278,4.415458
96.141,4.334194,4.426607
98.497812,4.323974,4.407427
103.241812,4.330954,4.400193
111.868,4.327461,4.39825
118.771437,4.341905,4.404165
123.5315,4.334719,4.403041
129.854437,4.341528,4.407762
139.6765,4.34972,4.440618
144.641062,4.3615,4.434075
153.035062,4.362362,4.437691
159.636625,4.371055,4.409253
164.094875,4.371347,4.415114
173.94725,4.37299,4.405762
178.75375,4.370114,4.401574
180.6765,4.37314,4.406612
