elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.952988,3.5
23.392875,2.759098,2.662688
34.237625,2.790234,2.927906
47.46775,2.847098,2.948
53.181188,2.895757,2.993874
59.93625,2.956699,2.966389
75.21325,2.954594,2.973216
95.663438,3.001681,2.978941
100.343688,2.989293,3.009075
106.51375,2.99166,2.979586
120.666562,2.969505,3.011302
136.916687,2.933806,2.965453
150.734437,2.938343,2.934244
169.494625,2.946637,3.010699
175.721187,2.976465,3.001461
187.101375,2.966468,3.001373
