seconds,mos_pred_concat,mos_target_concat_durw
6.322938,4.706687,4.5
11.083,4.353074,4.446313
16.047563,4.336082,4.385581
25.869625,4.401566,4.571401
32.471187,4.431595,4.404406
40.865187,4.378498,4.424042
50.717562,4.403352,4.390232
55.175812,4.411486,4.409202
57.098562,4.403132,4.424887
61.905062,4.398009,4.411308
68.553062,4.37157,4.444153
77.01675,4.360407,4.422817
83.304875,4.346177,4.419208
91.0255,4.347017,4.415458
96.141,4.357169,4.426607
98.497812,4.333477,4.407427
103.241812,4.34365,4.400193
111.868,4.341331,4.39825
118.771437,4.348789,4.404165
123.5315,4.333514,4.403041
129.854437,4.352067,4.407762
139.6765,4.341303,4.440618
144.641062,4.346275,4.434075
153.035062,4.324937,4.437691
159.636625,4.335989,4.409253
164.094875,4.342063,4.415114
173.94725,4.343673,4.405762
178.75375,4.346858,4.401574
180.6765,4.344268,4.406612
