elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.322938,4.550023,4.5
11.083,4.437066,4.446313
16.047563,4.553637,4.385581
25.869625,4.363161,4.571401
32.471187,4.406372,4.404406
40.865187,4.38131,4.424042
50.717562,4.413045,4.390232
55.175812,4.408939,4.409202
57.098562,4.411806,4.424887
61.905062,4.382964,4.411308
68.553062,4.393445,4.444153
77.01675,4.342385,4.422817
83.304875,4.342571,4.419208
91.0255,4.330337,4.415458
96.141,4.339345,4.426607
98.497812,4.330666,4.407427
103.241812,4.334883,4.400193
111.868,4.334034,4.39825
118.771437,4.358683,4.404165
123.5315,4.355921,4.403041
129.854437,4.365373,4.407762
139.6765,4.343333,4.440618
144.641062,4.359484,4.434075
153.035062,4.355363,4.437691
159.636625,4.364475,4.409253
164.094875,4.364414,4.415114
173.94725,4.374624,4.405762
178.75375,4.365635,4.401574
180.6765,4.367002,4.406612
