block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.247691,4.264513,5.0,2,5.0
5.0,10.0,3.463144,4.606619,5.0,2,5.0
10.0,15.0,3.878457,4.5,5.0,1,5.0
15.0,20.0,3.644797,4.675594,5.0,2,5.0
20.0,25.0,3.379449,4.875,5.0,1,5.0
25.0,30.0,3.744952,4.623081,5.0,2,5.0
30.0,35.0,3.73202,4.375,5.0,2,5.0
35.0,40.0,3.42919,4.375,5.0,1,5.0
40.0,45.0,3.747277,4.021478,5.0,3,5.0
45.0,50.0,3.699568,4.375,5.0,1,5.0
50.0,55.0,3.437845,4.273613,5.0,2,5.0
55.0,60.0,3.484041,4.25,5.0,2,5.0
60.0,65.0,4.142275,4.308898,5.0,2,5.0
65.0,70.0,3.520777,4.591823,5.0,2,5.0
70.0,75.0,3.878457,4.5,5.0,1,5.0
75.0,80.0,3.585733,4.71998,5.0,2,5.0
80.0,85.0,3.379449,4.875,5.0,1,5.0
85.0,90.0,3.830816,4.5639,5.0,2,5.0
90.0,95.0,3.652043,4.375,5.0,2,5.0
95.0,100.0,3.42919,4.375,5.0,1,5.0
100.0,105.0,3.77928,4.021478,5.0,3,5.0
105.0,110.0,3.699568,4.375,5.0,1,5.0
110.0,115.0,3.399652,4.258817,5.0,2,5.0
115.0,120.0,3.59119,4.25,5.0,2,5.0
120.0,125.0,4.03686,4.353284,5.0,2,5.0
125.0,130.0,3.578409,4.577028,5.0,2,5.0
130.0,135.0,3.878457,4.5,5.0,1,5.0
135.0,140.0,3.526669,4.764366,5.0,2,5.0
140.0,145.0,3.379449,4.875,5.0,1,5.0
145.0,150.0,3.916681,4.504719,5.0,2,5.0
150.0,155.0,3.572066,4.375,5.0,2,5.0
155.0,160.0,3.459014,4.327516,5.0,2,5.0
160.0,165.0,3.781458,4.068962,5.0,2,5.0
165.0,170.0,3.684136,4.369022,5.0,2,5.0
170.0,175.0,3.376891,4.25,5.0,1,5.0
175.0,180.0,3.69834,4.25,5.0,2,5.0
180.0,183.031062,4.282157,4.25,3.031063,1,5.0
