block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.356453,4.25,5.0,2,5.0
5.0,10.0,3.321847,4.25,5.0,1,5.0
10.0,15.0,3.41537,4.293245,5.0,2,5.0
15.0,20.0,3.592175,4.375,5.0,1,5.0
20.0,25.0,3.695108,4.021478,5.0,3,5.0
25.0,30.0,3.408803,4.375,5.0,1,5.0
30.0,35.0,3.875592,4.375,5.0,2,5.0
35.0,40.0,3.543355,4.701613,5.0,2,5.0
40.0,45.0,3.205355,4.875,5.0,1,5.0
45.0,50.0,3.503342,4.616695,5.0,2,5.0
50.0,55.0,3.634782,4.501252,5.0,2,5.0
55.0,60.0,3.447657,4.580614,5.0,2,5.0
60.0,65.0,4.229065,4.25,5.0,2,5.0
65.0,70.0,3.321847,4.25,5.0,1,5.0
70.0,75.0,3.447367,4.308041,5.0,2,5.0
75.0,80.0,3.592175,4.375,5.0,1,5.0
80.0,85.0,3.673404,4.021478,5.0,3,5.0
85.0,90.0,3.408803,4.375,5.0,1,5.0
90.0,95.0,3.966878,4.375,5.0,2,5.0
95.0,100.0,3.427988,4.760794,5.0,2,5.0
100.0,105.0,3.205355,4.875,5.0,1,5.0
105.0,110.0,3.554547,4.572309,5.0,2,5.0
110.0,115.0,3.597154,4.516047,5.0,2,5.0
115.0,120.0,3.575258,4.536228,5.0,2,5.0
120.0,125.0,4.101676,4.25,5.0,2,5.0
125.0,130.0,3.321847,4.25,5.0,1,5.0
130.0,135.0,3.479364,4.322836,5.0,2,5.0
135.0,140.0,3.605554,4.346078,5.0,2,5.0
140.0,145.0,3.638321,4.0504,5.0,2,5.0
145.0,150.0,3.408803,4.375,5.0,1,5.0
150.0,155.0,4.058165,4.375,5.0,2,5.0
155.0,160.0,3.31262,4.819975,5.0,2,5.0
160.0,165.0,3.205355,4.875,5.0,1,5.0
165.0,170.0,3.605752,4.527923,5.0,2,5.0
170.0,175.0,3.559525,4.530842,5.0,2,5.0
175.0,180.0,3.702858,4.491842,5.0,2,5.0
180.0,183.031062,4.398104,4.25,3.031063,1,5.0
