block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.86133,3.5,5.0,1,5.0
5.0,10.0,3.334534,3.5,5.0,2,5.0
10.0,15.0,2.38034,3.5,5.0,1,5.0
15.0,20.0,2.459435,3.499811,5.0,2,5.0
20.0,25.0,2.712948,3.375,5.0,1,5.0
25.0,30.0,2.861457,3.052941,5.0,2,5.0
30.0,35.0,3.185028,3.0,5.0,1,5.0
35.0,40.0,1.940695,3.0,5.0,1,5.0
40.0,45.0,2.351739,3.502141,5.0,2,5.0
45.0,50.0,2.318421,3.299734,5.0,2,5.0
50.0,55.0,2.58607,3.25,5.0,1,5.0
55.0,60.0,2.11807,3.226992,5.0,2,5.0
60.0,65.0,2.386354,2.625,5.0,1,5.0
65.0,70.0,1.945714,2.625,5.0,1,5.0
70.0,75.0,3.0718,2.659158,5.0,2,5.0
75.0,80.0,3.619986,2.770962,5.0,2,5.0
80.0,85.0,2.494809,3.5,5.0,1,5.0
85.0,90.0,2.044966,3.5,5.0,1,5.0
90.0,95.0,2.949457,3.5,5.0,2,5.0
95.0,100.0,2.247309,3.5,5.0,1,5.0
100.0,105.0,2.431087,3.4415,5.0,2,5.0
105.0,110.0,1.897345,3.0,5.0,1,5.0
110.0,115.0,2.151587,3.052055,5.0,2,5.0
115.0,120.0,2.686182,3.125,5.0,1,5.0
120.0,125.0,2.927315,3.072528,5.0,2,5.0
125.0,130.0,2.123652,2.875,5.0,1,5.0
130.0,135.0,2.081787,2.875,5.0,1,5.0
135.0,140.0,2.226983,2.875,5.0,1,5.0
140.0,145.0,3.0157,2.623005,5.0,2,5.0
145.0,150.0,2.343567,2.5,5.0,1,5.0
150.0,155.0,2.379446,2.871306,5.0,2,5.0
155.0,160.0,1.48594,4.0,5.0,1,5.0
160.0,165.0,2.503826,3.896225,5.0,2,5.0
165.0,170.0,1.933809,3.0,5.0,1,5.0
170.0,175.0,2.731035,3.0,5.0,1,5.0
175.0,180.0,2.545204,2.887795,5.0,2,5.0
180.0,185.0,2.476185,2.625,5.0,1,5.0
185.0,188.691688,2.780257,2.625,3.691687,1,5.0
