seconds,mos_pred_concat,mos_target_concat_durw
11.380187,3.042165,3.0
18.270187,3.046918,3.235698
37.030375,2.961033,3.432925
51.000375,2.957588,3.280098
67.2505,2.843509,3.121803
80.5155,2.858579,3.12233
86.685563,2.864682,3.078034
91.050562,2.886317,3.0683
111.50075,2.955698,3.055774
126.18075,2.961529,3.107455
132.935812,2.971199,3.089291
137.755812,2.977893,3.108036
150.985937,2.963351,3.098569
160.855937,2.957548,3.13087
175.101125,2.878917,3.049039
184.786125,2.891407,3.05302
