train_id,18
sys_a,sys6c11c
sys_b,sysd81da
target_seconds,180.0
block_seconds,1.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys6c11c-uttcfbeaa0.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-uttcfbeaa0.wav,9.1476875
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys6c11c-utt430bc9d.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt430bc9d.wav,10.84475
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
sys6c11c-uttaa6814e.wav,3.375,/net/db/BVCC/main/DATA/wav/sys6c11c-uttaa6814e.wav,5.7134375
sysd81da-utteb5a917.wav,4.5,/net/db/BVCC/main/DATA/wav/sysd81da-utteb5a917.wav,8.394
sys6c11c-utt9d6c3b4.wav,3.0,/net/db/BVCC/main/DATA/wav/sys6c11c-utt9d6c3b4.wav,15.277
sysd81da-utte081992.wav,4.875,/net/db/BVCC/main/DATA/wav/sysd81da-utte081992.wav,9.8220625
sys6c11c-utt13d6333.wav,3.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt13d6333.wav,4.68025
sysd81da-utt59ce229.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt59ce229.wav,4.7600625
sys6c11c-uttf771f0f.wav,3.25,/net/db/BVCC/main/DATA/wav/sys6c11c-uttf771f0f.wav,14.1528125
sysd81da-uttbfc74b2.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-uttbfc74b2.wav,8.6261875
sys6c11c-utt5a77f4e.wav,2.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt5a77f4e.wav,13.81775
sysd81da-utt9308033.wav,3.625,/net/db/BVCC/main/DATA/wav/sysd81da-utt9308033.wav,2.3568125
sys6c11c-utt80628ff.wav,2.75,/net/db/BVCC/main/DATA/wav/sys6c11c-utt80628ff.wav,6.2265625
sysd81da-utt02a327f.wav,4.375,/net/db/BVCC/main/DATA/wav/sysd81da-utt02a327f.wav,7.720625
sys6c11c-utt0d6c813.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt0d6c813.wav,11.0210625
sysd81da-utt95fb138.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-utt95fb138.wav,8.4636875
sys6c11c-utt418e043.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt418e043.wav,13.5336875
sysd81da-uttdc2ecab.wav,4.25,/net/db/BVCC/main/DATA/wav/sysd81da-uttdc2ecab.wav,4.8065
sys6c11c-utt3ae0696.wav,3.0,/net/db/BVCC/main/DATA/wav/sys6c11c-utt3ae0696.wav,8.5028125
sysd81da-uttd54aeed.wav,4.625,/net/db/BVCC/main/DATA/wav/sysd81da-uttd54aeed.wav,4.45825
