elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
7.093687,4.329647,4.25
11.528688,4.355824,4.25
18.575938,4.3032,4.25
26.47075,4.25329,4.25
33.773438,4.239151,4.277028
39.845438,4.245504,4.272909
42.573813,4.244078,4.25542
48.32075,4.310216,4.254775
53.522,4.332125,4.278606
61.823125,4.354199,4.274765
67.361063,4.344465,4.283006
72.678438,4.340002,4.280591
79.609625,4.351593,4.288811
84.53225,4.32392,4.242875
89.083375,4.324999,4.256011
98.847375,4.307383,4.267765
106.59125,4.302464,4.293718
115.647062,4.286966,4.280506
120.41875,4.288738,4.279298
127.849125,4.276361,4.212212
133.572875,4.287002,4.208475
138.216875,4.296065,4.21827
139.726187,4.295655,4.224013
146.1465,4.306377,4.241629
150.674375,4.309357,4.238124
155.852437,4.300713,4.242672
160.786687,4.297338,4.246733
169.645125,4.303607,4.240376
179.234937,4.303989,4.267643
180.964812,4.304872,4.268669
185.75975,4.299705,4.242375
