elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.964563,4.848176,4.25
10.080063,4.72572,4.440308
19.932437,4.676283,4.346241
26.580437,4.596771,4.447224
32.868562,4.56775,4.433407
37.612562,4.575057,4.410274
44.516,4.603238,4.424189
46.43875,4.606583,4.442854
51.403312,4.629917,4.424228
56.518812,4.627831,4.4424
62.806937,4.609534,4.435652
69.129875,4.613632,4.441538
75.452812,4.617043,4.446437
77.375562,4.618708,4.457086
87.227937,4.619498,4.433696
93.516062,4.60777,4.429749
100.4195,4.618014,4.434579
105.535,4.617474,4.443809
115.387375,4.618176,4.42726
121.988937,4.617683,4.39061
123.911687,4.618712,4.398126
130.559687,4.605456,4.416043
135.52425,4.614347,4.409961
142.427687,4.621251,4.414325
149.02925,4.620711,4.384897
150.952,4.621518,4.39114
155.696,4.621644,4.386839
162.018937,4.62292,4.391256
168.666937,4.612493,4.405395
173.410937,4.612854,4.401144
180.0125,4.612715,4.377265
