elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.601562,4.622049,3.75
13.249562,4.530574,4.251752
24.094313,3.853771,3.913392
37.628,3.646513,3.764707
42.30825,3.575784,3.749252
47.272813,3.694603,3.80184
53.560938,3.76947,3.86913
62.708625,3.652401,3.815283
73.741375,3.59662,3.712007
79.454813,3.62065,3.687773
81.377562,3.641151,3.715825
83.300312,3.660704,3.742581
88.415812,3.703713,3.793635
94.642375,3.708114,3.724974
108.795187,3.59424,3.663186
113.539187,3.632054,3.687705
124.56025,3.622456,3.671097
133.063062,3.580739,3.628213
148.340062,3.508646,3.563516
155.2435,3.557854,3.60516
169.06125,3.488094,3.525049
175.384187,3.526094,3.560198
185.236562,3.581845,3.596887
