elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.44,4.106054,2.166667
12.94,4.077858,2.334106
18.98,4.011145,2.364168
29.37,4.061638,2.361683
34.87,3.997976,2.383499
41.52,4.025816,2.562322
49.21,4.019334,2.673337
54.1,4.020626,2.669995
56.44,4.036643,2.660643
62.24,4.04633,2.72333
69.48,4.066469,2.700058
73.42,4.071256,2.667857
77.92,4.05754,2.636506
80.72,4.049686,2.636501
85.66,4.044944,2.620765
95.38,4.052869,2.603826
104.62,4.064625,2.638816
107.05,4.071867,2.637556
109.69,4.070577,2.619203
113.87,4.07434,2.592395
115.36,4.071436,2.592493
120.59,4.075346,2.610166
122.03,4.07313,2.623617
127.76,4.064593,2.658437
130.96,4.074926,2.677643
132.9,4.07183,2.675714
137.44,4.071177,2.690555
142.59,4.073197,2.701731
150.78,4.078466,2.681721
153.08,4.077846,2.692513
157.86,4.081233,2.704153
171.1,4.097952,2.672879
175.29,4.099082,2.671137
178.83,4.098932,2.667749
185.82,4.091292,2.680247
