block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,4.071069,4.292061,20.0,3,20.0
20.0,40.0,4.292359,4.368273,20.0,5,20.0
40.0,60.0,4.460018,4.64339,20.0,4,20.0
60.0,80.0,4.07562,4.29576,20.0,3,20.0
80.0,100.0,4.298554,4.383068,20.0,5,20.0
100.0,120.0,4.449272,4.624896,20.0,4,20.0
120.0,140.0,4.078074,4.292229,20.0,4,20.0
140.0,160.0,4.306846,4.405094,20.0,4,20.0
160.0,180.0,4.438526,4.606402,20.0,4,20.0
180.0,183.031062,4.040338,4.25,3.031063,1,20.0
