block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.858927,2.75,5.0,1,5.0
5.0,10.0,3.157118,2.844336,5.0,2,5.0
10.0,15.0,2.928993,2.875,5.0,1,5.0
15.0,20.0,2.928993,2.875,5.0,1,5.0
20.0,25.0,2.965641,2.820803,5.0,2,5.0
25.0,30.0,3.098042,2.625,5.0,1,5.0
30.0,35.0,3.098042,2.625,5.0,1,5.0
35.0,40.0,3.190036,2.625,5.0,2,5.0
40.0,45.0,3.301013,2.625,5.0,1,5.0
45.0,50.0,3.168929,2.573039,5.0,2,5.0
50.0,55.0,2.983265,2.5,5.0,1,5.0
55.0,60.0,2.983265,2.5,5.0,1,5.0
60.0,65.0,2.880419,3.243428,5.0,2,5.0
65.0,70.0,2.879509,3.25,5.0,1,5.0
70.0,75.0,2.993157,3.270084,5.0,2,5.0
75.0,80.0,3.575148,3.377248,5.0,2,5.0
80.0,85.0,2.937911,3.5,5.0,1,5.0
85.0,90.0,3.024582,3.5,5.0,2,5.0
90.0,95.0,3.397826,3.5,5.0,1,5.0
95.0,100.0,3.397826,3.5,5.0,1,5.0
100.0,105.0,3.250783,3.5,5.0,2,5.0
105.0,110.0,3.092575,3.5,5.0,1,5.0
110.0,115.0,3.064768,3.534687,5.0,2,5.0
115.0,120.0,3.020794,3.411594,5.0,2,5.0
120.0,125.0,3.075618,3.0,5.0,1,5.0
125.0,130.0,3.075618,3.0,5.0,1,5.0
130.0,135.0,3.212686,3.28605,5.0,2,5.0
135.0,140.0,3.554791,4.0,5.0,1,5.0
140.0,145.0,3.513048,3.857712,5.0,2,5.0
145.0,150.0,3.261417,3.0,5.0,1,5.0
150.0,155.0,3.261417,3.0,5.0,1,5.0
155.0,160.0,3.24798,3.042216,5.0,2,5.0
160.0,165.0,3.221629,3.125,5.0,1,5.0
165.0,170.0,3.20377,3.174191,5.0,2,5.0
170.0,175.0,3.085479,3.5,5.0,1,5.0
175.0,180.0,3.085479,3.5,5.0,1,5.0
180.0,185.0,3.026304,3.018887,5.0,2,5.0
185.0,188.691688,3.023981,3.0,3.691687,1,5.0
