block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,3.326223,2.936222,20.0,3,20.0
20.0,40.0,30.0,4.070624,4.317455,20.0,4,20.0
40.0,60.0,50.0,3.112662,3.018786,20.0,2,20.0
60.0,80.0,70.0,3.034059,3.267201,20.0,3,20.0
80.0,100.0,90.0,3.60646,3.843214,20.0,4,20.0
100.0,120.0,110.0,3.602663,3.976944,20.0,4,20.0
120.0,140.0,130.0,3.769879,3.776844,20.0,4,20.0
140.0,160.0,150.0,3.318124,3.263342,20.0,3,20.0
160.0,180.0,170.0,3.644347,3.785413,20.0,3,20.0
180.0,190.432938,185.216469,4.13988,4.328996,10.432937,2,20.0
