block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.945935,2.125,1.0,1,1.0
1.0,2.0,2.516229,2.125,1.0,1,1.0
2.0,3.0,1.985933,2.125,1.0,1,1.0
3.0,4.0,1.985933,2.125,1.0,1,1.0
4.0,5.0,1.985933,2.125,1.0,1,1.0
5.0,6.0,1.933078,2.125,1.0,1,1.0
6.0,7.0,3.034474,2.125,1.0,1,1.0
7.0,8.0,2.641837,2.125,1.0,1,1.0
8.0,9.0,2.611386,2.125,1.0,1,1.0
9.0,10.0,1.985933,2.125,1.0,1,1.0
10.0,11.0,1.985933,2.125,1.0,1,1.0
11.0,12.0,1.985933,2.125,1.0,1,1.0
12.0,13.0,1.961457,2.125,1.0,1,1.0
13.0,14.0,2.782775,2.125,1.0,1,1.0
14.0,15.0,2.725331,2.785461,1.0,2,1.0
15.0,16.0,3.04963,3.0,1.0,1,1.0
16.0,17.0,3.12871,3.0,1.0,1,1.0
17.0,18.0,3.046915,3.0,1.0,1,1.0
18.0,19.0,2.90968,3.0,1.0,1,1.0
19.0,20.0,3.510239,3.0,1.0,1,1.0
20.0,21.0,1.983018,3.0,1.0,1,1.0
21.0,22.0,1.983018,3.0,1.0,1,1.0
22.0,23.0,1.983018,3.0,1.0,1,1.0
23.0,24.0,3.923864,3.0,1.0,1,1.0
24.0,25.0,2.503679,3.0,1.0,1,1.0
25.0,26.0,2.738217,3.0,1.0,1,1.0
26.0,27.0,2.840763,3.0,1.0,1,1.0
27.0,28.0,2.997298,2.868828,1.0,2,1.0
28.0,29.0,2.810372,2.75,1.0,1,1.0
29.0,30.0,2.881449,2.75,1.0,1,1.0
30.0,31.0,2.829683,2.75,1.0,1,1.0
31.0,32.0,2.838547,2.75,1.0,1,1.0
32.0,33.0,2.737315,2.75,1.0,1,1.0
33.0,34.0,3.141287,2.75,1.0,1,1.0
34.0,35.0,2.780126,2.942406,1.0,2,1.0
35.0,36.0,3.112448,3.0,1.0,1,1.0
36.0,37.0,2.450516,3.0,1.0,1,1.0
37.0,38.0,1.985118,3.0,1.0,1,1.0
38.0,39.0,1.985118,3.0,1.0,1,1.0
39.0,40.0,1.985118,3.0,1.0,1,1.0
