block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,4.258427,4.386997,5.0,2,5.0
5.0,10.0,7.5,3.691118,4.625,5.0,1,5.0
10.0,15.0,12.5,3.865453,4.437795,5.0,2,5.0
15.0,20.0,17.5,4.059398,3.644848,5.0,2,5.0
20.0,25.0,22.5,4.051161,3.183317,5.0,2,5.0
25.0,30.0,27.5,3.601017,4.25,5.0,1,5.0
30.0,35.0,32.5,3.688645,4.42955,5.0,2,5.0
35.0,40.0,37.5,3.845038,4.75,5.0,1,5.0
40.0,45.0,42.5,4.159,4.639716,5.0,2,5.0
45.0,50.0,47.5,3.927691,3.859578,5.0,2,5.0
50.0,55.0,52.5,3.754318,3.872519,5.0,3,5.0
55.0,60.0,57.5,3.599302,4.375,5.0,1,5.0
60.0,65.0,62.5,3.991568,4.375,5.0,2,5.0
65.0,70.0,67.5,4.286075,4.29045,5.0,2,5.0
70.0,75.0,72.5,3.881781,4.340258,5.0,2,5.0
75.0,80.0,77.5,3.708601,4.375,5.0,1,5.0
80.0,85.0,82.5,3.775335,4.499603,5.0,2,5.0
85.0,90.0,87.5,3.659352,4.619259,5.0,2,5.0
90.0,95.0,92.5,3.410181,4.875,5.0,1,5.0
95.0,100.0,97.5,3.61048,4.432984,5.0,2,5.0
100.0,105.0,102.5,3.548168,4.066125,5.0,2,5.0
105.0,110.0,107.5,4.430244,4.65107,5.0,3,5.0
110.0,115.0,112.5,4.241114,4.576156,5.0,2,5.0
115.0,120.0,117.5,3.775548,4.5,5.0,1,5.0
120.0,125.0,122.5,3.451247,4.411006,5.0,2,5.0
125.0,130.0,127.5,3.401435,4.544084,5.0,2,5.0
130.0,135.0,132.5,3.440387,4.625,5.0,2,5.0
135.0,140.0,137.5,3.413412,4.848259,5.0,2,5.0
140.0,145.0,142.5,3.410181,4.875,5.0,1,5.0
145.0,150.0,147.5,4.345514,4.178531,5.0,2,5.0
150.0,155.0,152.5,4.306167,4.164234,5.0,2,5.0
155.0,160.0,157.5,3.708601,4.375,5.0,1,5.0
160.0,165.0,162.5,3.851812,4.321038,5.0,2,5.0
165.0,170.0,167.5,4.268179,4.1912,5.0,2,5.0
170.0,175.0,172.5,4.447297,4.206412,5.0,2,5.0
175.0,180.0,177.5,3.968336,4.281591,5.0,2,5.0
180.0,185.0,182.5,3.434093,4.125,5.0,1,5.0
185.0,187.187625,186.093813,3.434093,4.125,2.187625,1,5.0
