seconds,mos_pred_concat,mos_target_concat_durw
4.45825,4.284128,4.625
14.280312,4.334064,4.796951
19.086813,4.305663,4.659216
21.443625,4.248989,4.545548
26.250125,4.257132,4.491432
34.876312,4.27706,4.462634
44.698375,4.271506,4.553248
54.520437,4.27961,4.611213
56.87725,4.26874,4.570347
65.503438,4.289629,4.544622
73.224063,4.271647,4.526737
80.944688,4.259481,4.512264
85.751188,4.255383,4.497564
90.209438,4.251122,4.503862
94.667687,4.251255,4.509567
103.131375,4.237144,4.488265
111.595063,4.219664,4.470194
113.951875,4.205991,4.452713
118.711938,4.203947,4.449597
127.105938,4.204815,4.452926
131.866,4.202512,4.450113
136.6725,4.203901,4.443075
145.136188,4.195274,4.431816
152.856813,4.193803,4.428946
161.250813,4.196259,4.432645
169.877,4.203973,4.429718
174.637063,4.202002,4.428227
183.031063,4.204902,4.431518
