block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.720786,3.5,5.0,1,5.0
5.0,10.0,2.720786,3.5,5.0,1,5.0
10.0,15.0,2.855123,2.91875,5.0,2,5.0
15.0,20.0,2.865234,2.875,5.0,1,5.0
20.0,25.0,2.865234,2.875,5.0,1,5.0
25.0,30.0,3.456958,3.483125,5.0,2,5.0
30.0,35.0,3.473378,3.5,5.0,1,5.0
35.0,40.0,3.13727,3.3935,5.0,2,5.0
40.0,45.0,3.078885,3.375,5.0,1,5.0
45.0,50.0,3.13485,3.375,5.0,2,5.0
50.0,55.0,3.213092,3.375,5.0,1,5.0
55.0,60.0,3.213092,3.375,5.0,1,5.0
60.0,65.0,3.238806,3.354375,5.0,2,5.0
65.0,70.0,3.368935,3.25,5.0,1,5.0
70.0,75.0,3.368935,3.25,5.0,1,5.0
75.0,80.0,3.227718,2.918875,5.0,2,5.0
80.0,85.0,3.179549,2.817,5.0,2,5.0
85.0,90.0,2.955063,2.375,5.0,1,5.0
90.0,95.0,2.955063,2.375,5.0,1,5.0
95.0,100.0,3.236626,2.86,5.0,2,5.0
100.0,105.0,3.535605,3.375,5.0,1,5.0
105.0,110.0,3.284241,3.4555,5.0,2,5.0
110.0,115.0,2.754971,3.625,5.0,1,5.0
115.0,120.0,3.135333,2.917,5.0,2,5.0
120.0,125.0,3.157897,2.875,5.0,1,5.0
125.0,130.0,3.157015,2.9125,5.0,2,5.0
130.0,135.0,3.152015,3.125,5.0,1,5.0
135.0,140.0,3.152015,3.125,5.0,1,5.0
140.0,145.0,3.203912,3.00075,5.0,2,5.0
145.0,150.0,3.062041,3.265,5.0,2,5.0
150.0,155.0,2.944906,3.5,5.0,1,5.0
155.0,160.0,2.944906,3.5,5.0,1,5.0
160.0,165.0,3.399239,3.586,5.0,2,5.0
165.0,170.0,3.316953,3.625,5.0,2,5.0
170.0,175.0,3.207041,3.625,5.0,1,5.0
175.0,180.0,3.182058,3.25,5.0,2,5.0
180.0,185.0,3.17373,3.125,5.0,1,5.0
185.0,185.935,3.17373,3.125,0.935,1,5.0
