seconds,mos_pred_concat,mos_target_concat_durw
4.82,3.515164,3.625
11.421563,3.132819,3.697249
21.273938,3.570586,3.953239
27.921938,3.71973,4.142941
34.825375,3.830002,4.213721
48.795375,3.625103,3.830449
53.759937,3.670956,3.869193
63.612313,3.745697,3.928173
74.427312,3.696083,3.847792
81.317312,3.537523,3.828914
94.472313,3.453974,3.626461
103.307312,3.40737,3.562195
107.672312,3.399884,3.534336
113.99525,3.349991,3.587898
127.26025,3.310514,3.539648
129.183,3.323869,3.559523
139.053,3.296253,3.564171
148.738,3.280988,3.535575
153.8535,3.30661,3.571797
155.77625,3.316055,3.587882
160.52025,3.342319,3.607451
166.808375,3.370727,3.636385
181.488375,3.346089,3.625353
