seconds,mos_pred_concat,mos_target_concat_durw
9.852375,4.529536,4.25
18.687375,3.691668,3.599929
20.610125,3.761039,3.718882
33.765125,3.466447,3.195301
40.413125,3.609638,3.451051
51.228125,3.511641,3.434995
57.51625,3.591641,3.537764
64.40625,3.567358,3.547096
69.52175,3.6113,3.62641
83.49175,3.522118,3.500683
88.23575,3.553532,3.54097
101.50075,3.480382,3.486607
108.404187,3.506178,3.551142
112.769187,3.509521,3.524971
119.092125,3.530334,3.576738
133.772125,3.484021,3.568317
138.736687,3.504153,3.59271
143.556687,3.507837,3.593794
150.15825,3.531599,3.600662
160.02825,3.509633,3.602163
169.880625,3.534612,3.639735
179.565625,3.52471,3.611972
181.488375,3.523393,3.625353
