seconds,mos_pred_concat,mos_target_concat_durw
9.852375,4.488174,4.25
18.687375,3.593372,3.599929
20.610125,3.614592,3.718882
33.765125,3.214279,3.195301
40.413125,3.300287,3.451051
51.228125,3.215481,3.434995
57.51625,3.270898,3.537764
64.40625,3.128855,3.547096
69.52175,3.177345,3.62641
83.49175,3.047495,3.500683
88.23575,3.073304,3.54097
101.50075,3.019583,3.486607
108.404187,3.084214,3.551142
112.769187,3.071351,3.524971
119.092125,3.067258,3.576738
133.772125,2.956881,3.568317
138.736687,2.995069,3.59271
143.556687,2.98618,3.593794
150.15825,2.992762,3.600662
160.02825,2.956017,3.602163
169.880625,3.018183,3.639735
179.565625,2.995143,3.611972
181.488375,3.00493,3.625353
