elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.685,3.17373,3.125
14.4915,3.595594,3.498137
24.3615,3.438173,3.549535
28.81975,3.596148,3.715903
33.63975,3.597456,3.702878
42.03375,3.751859,3.862061
56.71375,3.542984,3.768344
66.535812,3.686837,3.931709
70.900812,3.660339,3.866653
75.660875,3.693404,3.898635
88.925875,3.612645,3.783232
97.552062,3.678544,3.83556
111.522062,3.613324,3.715234
113.878875,3.621957,3.713367
120.768875,3.621009,3.708325
128.4895,3.679725,3.748384
139.3045,3.668536,3.719396
147.768187,3.690175,3.749787
160.923187,3.630081,3.637403
165.729687,3.653734,3.655169
174.564687,3.631226,3.615683
179.022937,3.65185,3.640819
190.432937,3.634899,3.617402
