elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.794937,3.645346,3.25
14.647312,4.304457,3.92264
16.570062,4.348501,4.03315
21.534625,4.463133,4.083142
28.182625,4.43777,4.240447
34.47075,4.4383,4.264992
43.329187,4.443004,4.236372
49.7495,4.442414,4.286525
51.67225,4.451404,4.308423
58.575688,4.487394,4.331001
63.54025,4.515392,4.324672
71.284125,4.529546,4.357298
78.187562,4.54961,4.369898
87.243375,4.546963,4.344477
93.566312,4.558345,4.354987
98.094187,4.556103,4.344371
107.684,4.555384,4.380495
112.428,4.557676,4.374988
119.858375,4.529763,4.297498
121.58825,4.530273,4.2986
126.5225,4.528382,4.30158
131.294188,4.53033,4.299705
137.89575,4.539991,4.273389
139.405063,4.541251,4.278549
149.257438,4.546794,4.276665
154.4355,4.539976,4.279962
159.0795,4.544161,4.286385
165.402438,4.550706,4.294551
170.517938,4.552305,4.304465
177.1195,4.559008,4.283799
182.84325,4.566766,4.278828
