block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.191729,2.875,5.0,1,5.0
5.0,10.0,7.5,3.191729,2.875,5.0,1,5.0
10.0,15.0,12.5,3.191729,2.875,5.0,1,5.0
15.0,20.0,17.5,3.692167,3.419314,5.0,2,5.0
20.0,25.0,22.5,3.940102,3.586134,5.0,2,5.0
25.0,30.0,27.5,2.849925,2.25,5.0,1,5.0
30.0,35.0,32.5,2.849925,2.25,5.0,1,5.0
35.0,40.0,37.5,3.418676,3.247863,5.0,3,5.0
40.0,45.0,42.5,2.90743,3.0,5.0,1,5.0
45.0,50.0,47.5,2.98115,3.078386,5.0,2,5.0
50.0,55.0,52.5,4.435708,4.625,5.0,1,5.0
55.0,60.0,57.5,3.427823,3.860825,5.0,2,5.0
60.0,65.0,62.5,3.116789,3.625,5.0,1,5.0
65.0,70.0,67.5,3.116789,3.625,5.0,1,5.0
70.0,75.0,72.5,3.131084,3.631069,5.0,2,5.0
75.0,80.0,77.5,4.079761,3.965156,5.0,2,5.0
80.0,85.0,82.5,2.279103,2.625,5.0,1,5.0
85.0,90.0,87.5,2.279103,2.625,5.0,1,5.0
90.0,95.0,92.5,2.279103,2.625,5.0,1,5.0
95.0,100.0,97.5,3.858979,4.123941,5.0,2,5.0
100.0,105.0,102.5,3.509228,2.835766,5.0,2,5.0
105.0,110.0,107.5,4.027122,3.600461,5.0,2,5.0
110.0,115.0,112.5,3.739335,3.549914,5.0,2,5.0
115.0,120.0,117.5,3.241717,3.0,5.0,1,5.0
120.0,125.0,122.5,3.241717,3.0,5.0,1,5.0
125.0,130.0,127.5,3.241717,3.0,5.0,1,5.0
130.0,135.0,132.5,3.863738,3.573778,5.0,2,5.0
135.0,140.0,137.5,4.461306,4.125,5.0,1,5.0
140.0,145.0,142.5,3.826498,3.109786,5.0,2,5.0
145.0,150.0,147.5,3.925152,3.52465,5.0,2,5.0
150.0,155.0,152.5,4.437067,4.75,5.0,1,5.0
155.0,160.0,157.5,3.799538,3.928616,5.0,2,5.0
160.0,165.0,162.5,3.078779,3.0,5.0,1,5.0
165.0,170.0,167.5,3.078779,3.0,5.0,1,5.0
170.0,175.0,172.5,3.389293,3.058023,5.0,3,5.0
175.0,180.0,177.5,2.651656,2.125,5.0,1,5.0
180.0,185.0,182.5,2.651656,2.125,5.0,1,5.0
185.0,190.0,187.5,3.245636,2.831866,5.0,2,5.0
190.0,191.653312,190.826656,3.596994,3.25,1.653312,1,5.0
