seconds,mos_pred_concat,mos_target_concat_durw
13.533687,3.193242,3.5
24.348687,3.149488,3.444479
35.36975,3.140229,3.461779
42.25975,3.04553,3.48839
48.486312,2.990576,3.393567
62.456312,2.894723,3.277576
76.274062,2.810569,3.159356
89.539062,2.807063,3.154266
103.691875,2.780233,3.167333
108.056875,2.782751,3.155524
112.737125,2.772848,3.175014
127.417125,2.749125,3.212456
142.694125,2.727793,3.18971
147.514125,2.736674,3.203933
153.227562,2.742532,3.210312
163.097562,2.741673,3.235407
173.942312,2.745691,3.251904
183.627312,2.74418,3.245211
192.775,2.723434,3.257301
