seconds,mos_pred_concat,mos_target_concat_durw
11.41,3.368935,3.25
18.840375,3.5504,3.200702
27.675375,3.43365,3.096726
33.399125,3.579689,3.272945
46.554125,3.45211,3.019209
51.198125,3.497048,3.153526
62.013125,3.490062,3.192151
63.522438,3.48773,3.229166
70.412437,3.472645,3.267899
76.83275,3.525009,3.381302
90.80275,3.462344,3.303407
95.330625,3.494313,3.34243
108.595625,3.445658,3.315871
113.773687,3.449796,3.364074
118.138687,3.462846,3.346003
123.072937,3.472855,3.387258
137.752937,3.394672,3.399273
146.611375,3.456767,3.443122
151.431375,3.452172,3.448911
161.021187,3.502817,3.526399
170.891187,3.477894,3.532094
172.621062,3.478385,3.540541
182.306062,3.457662,3.518465
187.101,3.447709,3.511585
