elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.95,3.943331,3.714286
3.74,3.716483,3.420283
7.08,3.798262,3.261326
9.88,3.80133,3.274466
13.83,3.795618,3.327896
17.12,3.79654,3.369705
19.71,3.816912,3.345016
23.3,3.794535,3.407415
25.39,3.798345,3.456194
27.93,3.798469,3.343974
34.03,3.841486,3.365048
36.42,3.848169,3.357498
38.36,3.8408,3.334361
40.71,3.840184,3.365089
44.2,3.847926,3.400864
47.2,3.839546,3.375386
50.89,3.839184,3.420676
57.44,3.810541,3.424538
60.54,3.80252,3.425558
62.94,3.80326,3.412054
68.84,3.746407,3.391023
72.43,3.753119,3.351816
75.32,3.751889,3.376686
79.3,3.762411,3.364055
82.59,3.755494,3.33248
85.73,3.759526,3.34694
87.58,3.763995,3.35261
91.18,3.748368,3.367403
93.02,3.747963,3.36607
95.95,3.748368,3.352346
100.69,3.756971,3.33576
102.68,3.741338,3.311363
106.02,3.737581,3.304418
109.67,3.746739,3.334224
113.76,3.762626,3.336036
116.11,3.767352,3.345794
118.95,3.769387,3.317073
124.85,3.778634,3.325718
127.55,3.780769,3.31305
129.59,3.785005,3.302397
132.83,3.785219,3.299087
137.12,3.783387,3.308501
140.57,3.775144,3.293567
144.06,3.784979,3.289147
145.75,3.77777,3.287578
151.8,3.778679,3.290609
154.92,3.761796,3.267494
159.12,3.764172,3.251635
161.87,3.761243,3.242727
165.17,3.755213,3.235023
167.47,3.753554,3.235458
169.82,3.754262,3.236812
174.07,3.76233,3.249342
177.45,3.768407,3.23983
181.25,3.769325,3.248144
