seconds,mos_pred_concat,mos_target_concat_durw
4.45825,3.26306,4.625
12.961062,2.456637,3.558955
17.767562,2.772677,3.745898
31.30125,2.538607,3.639579
39.764937,2.642019,3.769503
50.786,2.537819,3.711018
58.506625,2.596863,3.798638
64.733187,2.588843,3.697772
67.09,2.628255,3.695215
80.90775,2.521708,3.51244
89.533937,2.563765,3.595543
103.68675,2.471613,3.548378
108.446812,2.502403,3.584661
113.127062,2.480822,3.58633
122.949125,2.487882,3.689278
138.226125,2.47896,3.613098
146.620125,2.513376,3.663873
152.333562,2.490989,3.653039
156.791812,2.485408,3.680676
167.636562,2.487323,3.668987
172.443062,2.513086,3.685182
181.59075,2.527881,3.675853
