elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
13.265,3.066523,3.125
24.08,3.200121,3.237282
28.445,3.184429,3.181688
34.158437,3.026145,3.214022
47.976187,2.776717,3.044376
52.796187,2.835569,3.097384
59.02275,2.936088,3.060737
65.91275,2.871725,3.119721
76.933812,2.747546,3.174197
91.613812,2.783693,3.226403
101.483812,2.819335,3.265169
115.0175,2.722644,3.292801
125.86225,2.683827,3.310654
135.54725,2.717764,3.297389
140.2275,2.696631,3.308323
149.375187,2.71233,3.320061
163.528,2.639943,3.313998
178.805,2.6141,3.28717
192.775,2.645532,3.257301
