block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,3.190666,2.625,1.0,1,1.0
1.0,2.0,3.190666,2.625,1.0,1,1.0
2.0,3.0,3.190666,2.625,1.0,1,1.0
3.0,4.0,3.190666,2.625,1.0,1,1.0
4.0,5.0,3.190666,2.625,1.0,1,1.0
5.0,6.0,3.190666,2.625,1.0,1,1.0
6.0,7.0,3.190666,2.625,1.0,1,1.0
7.0,8.0,3.190666,2.625,1.0,1,1.0
8.0,9.0,3.190666,2.625,1.0,1,1.0
9.0,10.0,3.190666,2.625,1.0,1,1.0
10.0,11.0,3.184668,2.929594,1.0,2,1.0
11.0,12.0,3.183281,3.0,1.0,1,1.0
12.0,13.0,3.183281,3.0,1.0,1,1.0
13.0,14.0,3.183281,3.0,1.0,1,1.0
14.0,15.0,3.183281,3.0,1.0,1,1.0
15.0,16.0,3.183281,3.0,1.0,1,1.0
16.0,17.0,3.183281,3.0,1.0,1,1.0
17.0,18.0,3.183281,3.0,1.0,1,1.0
18.0,19.0,3.183281,3.0,1.0,1,1.0
19.0,20.0,3.183281,3.0,1.0,1,1.0
20.0,21.0,3.183281,3.0,1.0,1,1.0
21.0,22.0,3.183281,3.0,1.0,1,1.0
22.0,23.0,3.183281,3.0,1.0,1,1.0
23.0,24.0,3.183281,3.0,1.0,1,1.0
24.0,25.0,3.406687,3.789438,1.0,2,1.0
25.0,26.0,3.466275,4.0,1.0,1,1.0
26.0,27.0,3.466275,4.0,1.0,1,1.0
27.0,28.0,3.466275,4.0,1.0,1,1.0
28.0,29.0,3.466275,4.0,1.0,1,1.0
29.0,30.0,3.466275,4.0,1.0,1,1.0
30.0,31.0,3.466275,4.0,1.0,1,1.0
31.0,32.0,3.466275,4.0,1.0,1,1.0
32.0,33.0,3.466275,4.0,1.0,1,1.0
33.0,34.0,3.466275,4.0,1.0,1,1.0
34.0,35.0,3.431634,3.894063,1.0,2,1.0
35.0,36.0,2.975792,2.5,1.0,1,1.0
36.0,37.0,2.975792,2.5,1.0,1,1.0
37.0,38.0,2.975792,2.5,1.0,1,1.0
38.0,39.0,2.975792,2.5,1.0,1,1.0
39.0,40.0,2.975792,2.5,1.0,1,1.0
40.0,41.0,2.975792,2.5,1.0,1,1.0
41.0,42.0,2.975792,2.5,1.0,1,1.0
42.0,43.0,2.975792,2.5,1.0,1,1.0
43.0,44.0,2.975792,2.5,1.0,1,1.0
44.0,45.0,2.975792,2.5,1.0,1,1.0
45.0,46.0,2.975792,2.5,1.0,1,1.0
46.0,47.0,2.975792,2.5,1.0,1,1.0
47.0,48.0,3.0401,2.855641,1.0,2,1.0
48.0,49.0,3.0436,2.875,1.0,1,1.0
49.0,50.0,3.0436,2.875,1.0,1,1.0
50.0,51.0,3.0436,2.875,1.0,1,1.0
51.0,52.0,3.0436,2.875,1.0,1,1.0
52.0,53.0,3.0436,2.875,1.0,1,1.0
53.0,54.0,3.0436,2.875,1.0,1,1.0
54.0,55.0,3.0436,2.875,1.0,1,1.0
55.0,56.0,3.0436,2.875,1.0,1,1.0
56.0,57.0,3.0436,2.875,1.0,1,1.0
57.0,58.0,3.0436,2.875,1.0,1,1.0
58.0,59.0,3.0436,2.875,1.0,1,1.0
59.0,60.0,3.0436,2.875,1.0,1,1.0
60.0,61.0,3.0436,2.875,1.0,1,1.0
61.0,62.0,3.0436,2.875,1.0,1,1.0
62.0,63.0,3.0436,2.875,1.0,1,1.0
63.0,64.0,3.0436,2.875,1.0,1,1.0
64.0,65.0,3.118386,2.939719,1.0,2,1.0
65.0,66.0,3.332486,3.125,1.0,1,1.0
66.0,67.0,3.332486,3.125,1.0,1,1.0
67.0,68.0,3.332486,3.125,1.0,1,1.0
68.0,69.0,3.332486,3.125,1.0,1,1.0
69.0,70.0,3.332486,3.125,1.0,1,1.0
70.0,71.0,3.332486,3.125,1.0,1,1.0
71.0,72.0,3.332486,3.125,1.0,1,1.0
72.0,73.0,3.332486,3.125,1.0,1,1.0
73.0,74.0,3.332486,3.125,1.0,1,1.0
74.0,75.0,3.332486,3.125,1.0,1,1.0
75.0,76.0,3.263404,3.096734,1.0,2,1.0
76.0,77.0,3.02698,3.0,1.0,1,1.0
77.0,78.0,3.02698,3.0,1.0,1,1.0
78.0,79.0,3.02698,3.0,1.0,1,1.0
79.0,80.0,3.02698,3.0,1.0,1,1.0
80.0,81.0,3.02698,3.0,1.0,1,1.0
81.0,82.0,3.02698,3.0,1.0,1,1.0
82.0,83.0,3.02698,3.0,1.0,1,1.0
83.0,84.0,3.02698,3.0,1.0,1,1.0
84.0,85.0,3.327623,3.361656,1.0,2,1.0
85.0,86.0,3.442628,3.5,1.0,1,1.0
86.0,87.0,3.442628,3.5,1.0,1,1.0
87.0,88.0,3.442628,3.5,1.0,1,1.0
88.0,89.0,3.442628,3.5,1.0,1,1.0
89.0,90.0,3.442628,3.5,1.0,1,1.0
90.0,91.0,3.442628,3.5,1.0,1,1.0
91.0,92.0,3.442628,3.5,1.0,1,1.0
92.0,93.0,3.442628,3.5,1.0,1,1.0
93.0,94.0,3.442628,3.5,1.0,1,1.0
94.0,95.0,3.442628,3.5,1.0,1,1.0
95.0,96.0,3.442628,3.5,1.0,1,1.0
96.0,97.0,3.442628,3.5,1.0,1,1.0
97.0,98.0,3.374286,3.5,1.0,2,1.0
98.0,99.0,3.082226,3.5,1.0,1,1.0
99.0,100.0,3.082226,3.5,1.0,1,1.0
100.0,101.0,3.082226,3.5,1.0,1,1.0
101.0,102.0,3.082226,3.5,1.0,1,1.0
102.0,103.0,3.082226,3.5,1.0,1,1.0
103.0,104.0,3.082226,3.5,1.0,1,1.0
104.0,105.0,3.082226,3.5,1.0,1,1.0
105.0,106.0,3.082226,3.5,1.0,1,1.0
106.0,107.0,3.082226,3.5,1.0,1,1.0
107.0,108.0,3.082226,3.5,1.0,1,1.0
108.0,109.0,3.200781,3.373578,1.0,2,1.0
109.0,110.0,3.785558,2.75,1.0,1,1.0
110.0,111.0,3.785558,2.75,1.0,1,1.0
111.0,112.0,3.785558,2.75,1.0,1,1.0
112.0,113.0,3.785558,2.75,1.0,1,1.0
113.0,114.0,3.785558,2.75,1.0,1,1.0
114.0,115.0,3.785558,2.75,1.0,1,1.0
115.0,116.0,3.101179,2.63225,1.0,2,1.0
116.0,117.0,3.059042,2.625,1.0,1,1.0
