elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
11.380187,2.827085,3.0
17.60675,3.11207,2.911588
36.366937,3.040313,3.279608
50.184687,3.027637,3.099369
66.434812,2.964904,2.983337
80.587625,2.937962,3.030169
86.757687,2.95227,2.992464
91.437937,2.947112,3.02484
111.888125,3.007451,3.0203
127.165125,2.997251,3.017861
133.920187,3.025855,3.00435
139.633625,3.053123,3.019516
152.86375,3.047205,3.017827
163.7085,3.055277,3.049768
177.953688,3.030227,2.975741
187.101375,3.02757,3.001373
