block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,3.264308,3.125,1.0,1,1.0
1.0,2.0,3.264308,3.125,1.0,1,1.0
2.0,3.0,3.264308,3.125,1.0,1,1.0
3.0,4.0,3.264308,3.125,1.0,1,1.0
4.0,5.0,3.264308,3.125,1.0,1,1.0
5.0,6.0,3.264308,3.125,1.0,1,1.0
6.0,7.0,3.264308,3.125,1.0,1,1.0
7.0,8.0,3.264308,3.125,1.0,1,1.0
8.0,9.0,3.264308,3.125,1.0,1,1.0
9.0,10.0,3.206771,3.2825,1.0,2,1.0
10.0,11.0,3.081651,3.625,1.0,1,1.0
11.0,12.0,3.081651,3.625,1.0,1,1.0
12.0,13.0,3.081651,3.625,1.0,1,1.0
13.0,14.0,3.081651,3.625,1.0,1,1.0
14.0,15.0,3.081651,3.625,1.0,1,1.0
15.0,16.0,3.081651,3.625,1.0,1,1.0
16.0,17.0,3.081651,3.625,1.0,1,1.0
17.0,18.0,3.081651,3.625,1.0,1,1.0
18.0,19.0,3.081651,3.625,1.0,1,1.0
19.0,20.0,3.274564,3.625,1.0,2,1.0
20.0,21.0,3.515164,3.625,1.0,1,1.0
21.0,22.0,3.515164,3.625,1.0,1,1.0
22.0,23.0,3.515164,3.625,1.0,1,1.0
23.0,24.0,3.515164,3.625,1.0,1,1.0
24.0,25.0,3.249913,3.546875,1.0,2,1.0
25.0,26.0,3.090763,3.5,1.0,1,1.0
26.0,27.0,3.090763,3.5,1.0,1,1.0
27.0,28.0,3.090763,3.5,1.0,1,1.0
28.0,29.0,3.090763,3.5,1.0,1,1.0
29.0,30.0,3.090763,3.5,1.0,1,1.0
30.0,31.0,3.090763,3.5,1.0,1,1.0
31.0,32.0,3.090763,3.5,1.0,1,1.0
32.0,33.0,3.090763,3.5,1.0,1,1.0
33.0,34.0,3.090763,3.5,1.0,1,1.0
34.0,35.0,3.090763,3.5,1.0,1,1.0
35.0,36.0,3.090763,3.5,1.0,1,1.0
