train_id,24
sys_a,sys8f532
sys_b,sys83aed
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys8f532-utt2f825dd.wav,4.875,/net/db/BVCC/main/DATA/wav/sys8f532-utt2f825dd.wav,1.92275
sys83aed-utta133f0a.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-utta133f0a.wav,9.685
sys8f532-uttc43aa19.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttc43aa19.wav,9.852375
sys83aed-utt99821b8.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt99821b8.wav,9.87
sys8f532-utt73793bc.wav,3.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt73793bc.wav,6.6015625
sys83aed-utt17290c9.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt17290c9.wav,4.82
sys8f532-uttd5819aa.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttd5819aa.wav,4.9645625
sys83aed-uttc34d946.wav,3.5,/net/db/BVCC/main/DATA/wav/sys83aed-uttc34d946.wav,14.68
sys8f532-utt34cd40b.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt34cd40b.wav,6.3229375
sys83aed-utt6edc479.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt6edc479.wav,4.365
sys8f532-utt3f4b7d6.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt3f4b7d6.wav,6.9034375
sys83aed-uttbe76fe6.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-uttbe76fe6.wav,13.265
sys8f532-utta85118e.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-utta85118e.wav,4.744
sys83aed-utt63e152d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt63e152d.wav,13.97
sys8f532-utt6ee4354.wav,4.625,/net/db/BVCC/main/DATA/wav/sys8f532-utt6ee4354.wav,5.1155
sys83aed-utt94f44ab.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt94f44ab.wav,6.89
sys8f532-utt8e4f5d1.wav,4.375,/net/db/BVCC/main/DATA/wav/sys8f532-utt8e4f5d1.wav,6.288125
sys83aed-utt1e7f9e1.wav,3.375,/net/db/BVCC/main/DATA/wav/sys83aed-utt1e7f9e1.wav,10.815
sys8f532-utt93826e8.wav,4.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt93826e8.wav,6.648
sys83aed-utt3d7906a.wav,2.375,/net/db/BVCC/main/DATA/wav/sys83aed-utt3d7906a.wav,13.155
sys8f532-utt2f825dd.wav,4.875,/net/db/BVCC/main/DATA/wav/sys8f532-utt2f825dd.wav,1.92275
sys83aed-utt7ca005d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt7ca005d.wav,8.835
sys8f532-uttc43aa19.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttc43aa19.wav,9.852375
