train_id,24
sys_a,sys8f532
sys_b,sys78aec
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys8f532-utt2f825dd.wav,4.875,/net/db/BVCC/main/DATA/wav/sys8f532-utt2f825dd.wav,1.92275
sys78aec-uttf30188b.wav,3.25,/net/db/BVCC/main/DATA/wav/sys78aec-uttf30188b.wav,4.7949375
sys8f532-uttc43aa19.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttc43aa19.wav,9.852375
sys78aec-utt151ad99.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt151ad99.wav,1.729875
sys8f532-utt73793bc.wav,3.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt73793bc.wav,6.6015625
sys78aec-utt53b5eb6.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utt53b5eb6.wav,9.5898125
sys8f532-uttd5819aa.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttd5819aa.wav,4.9645625
sys78aec-uttcf77e64.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttcf77e64.wav,8.8584375
sys8f532-utt34cd40b.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt34cd40b.wav,6.3229375
sys78aec-utt60aacbe.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt60aacbe.wav,4.93425
sys8f532-utt3f4b7d6.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt3f4b7d6.wav,6.9034375
sys78aec-utt801cd92.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt801cd92.wav,5.1780625
sys8f532-utta85118e.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-utta85118e.wav,4.744
sys78aec-utt6ad1fc7.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-utt6ad1fc7.wav,4.527875
sys8f532-utt6ee4354.wav,4.625,/net/db/BVCC/main/DATA/wav/sys8f532-utt6ee4354.wav,5.1155
sys78aec-uttb5d570a.wav,4.625,/net/db/BVCC/main/DATA/wav/sys78aec-uttb5d570a.wav,6.4203125
sys8f532-utt8e4f5d1.wav,4.375,/net/db/BVCC/main/DATA/wav/sys8f532-utt8e4f5d1.wav,6.288125
sys78aec-utte8c4dbe.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utte8c4dbe.wav,1.5093125
sys8f532-utt93826e8.wav,4.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt93826e8.wav,6.648
sys78aec-uttf5a7b89.wav,4.5,/net/db/BVCC/main/DATA/wav/sys78aec-uttf5a7b89.wav,4.644
sys8f532-utt2f825dd.wav,4.875,/net/db/BVCC/main/DATA/wav/sys8f532-utt2f825dd.wav,1.92275
sys78aec-uttf215489.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttf215489.wav,5.72375
sys8f532-uttc43aa19.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttc43aa19.wav,9.852375
sys78aec-uttbdcf705.wav,3.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttbdcf705.wav,7.430375
sys8f532-utt73793bc.wav,3.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt73793bc.wav,6.6015625
sys78aec-uttf987a47.wav,4.25,/net/db/BVCC/main/DATA/wav/sys78aec-uttf987a47.wav,4.7716875
sys8f532-uttd5819aa.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttd5819aa.wav,4.9645625
sys78aec-uttc0e1f06.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttc0e1f06.wav,9.0558125
sys8f532-utt34cd40b.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt34cd40b.wav,6.3229375
sys78aec-utt950543f.wav,4.625,/net/db/BVCC/main/DATA/wav/sys78aec-utt950543f.wav,7.743875
sys8f532-utt3f4b7d6.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt3f4b7d6.wav,6.9034375
