elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.794937,3.649993,3.25
14.479938,3.392025,3.166393
16.209813,3.508751,3.295373
26.079813,3.347113,3.420121
35.669625,3.600692,3.777661
40.489625,3.59051,3.759487
49.348063,3.74656,3.8251
64.028063,3.596203,3.750563
68.962313,3.650484,3.795242
73.327313,3.612547,3.740462
78.505375,3.650694,3.782315
91.770375,3.584305,3.687303
96.29825,3.624909,3.707883
110.26825,3.56293,3.602364
116.688562,3.607417,3.658631
123.578562,3.580804,3.656755
125.087875,3.59004,3.669947
135.902875,3.580836,3.646475
140.546875,3.617174,3.674678
153.701875,3.561216,3.563441
159.425625,3.597525,3.583602
168.260625,3.57124,3.546395
175.691,3.588431,3.528573
187.101,3.569037,3.511585
