seconds,mos_pred_concat,mos_target_concat_durw
4.45825,4.487122,4.625
14.280312,4.379058,4.796951
19.086813,4.324438,4.659216
21.443625,4.267017,4.545548
26.250125,4.270301,4.491432
34.876312,4.286081,4.462634
44.698375,4.299008,4.553248
54.520437,4.30283,4.611213
56.87725,4.292042,4.570347
65.503438,4.303771,4.544622
73.224063,4.299766,4.526737
80.944688,4.296935,4.512264
85.751188,4.292808,4.497564
90.209438,4.293709,4.503862
94.667687,4.295727,4.509567
103.131375,4.282827,4.488265
111.595063,4.267778,4.470194
113.951875,4.260029,4.452713
118.711938,4.255387,4.449597
127.105938,4.258408,4.452926
131.866,4.250579,4.450113
136.6725,4.254265,4.443075
145.136188,4.246903,4.431816
152.856813,4.244563,4.428946
161.250813,4.248026,4.432645
169.877,4.249684,4.429718
174.637063,4.244503,4.428227
183.031063,4.251371,4.431518
