block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.208538,3.0,5.0,1,5.0
5.0,10.0,3.208538,3.0,5.0,1,5.0
10.0,15.0,3.208538,3.0,5.0,1,5.0
15.0,20.0,3.208538,3.0,5.0,1,5.0
20.0,25.0,2.846484,2.317528,5.0,2,5.0
25.0,30.0,2.81066,2.25,5.0,1,5.0
30.0,35.0,2.802826,2.428664,5.0,2,5.0
35.0,40.0,2.750368,3.625,5.0,1,5.0
40.0,45.0,2.750368,3.625,5.0,1,5.0
45.0,50.0,2.750368,3.625,5.0,1,5.0
50.0,55.0,2.816037,3.388813,5.0,2,5.0
55.0,60.0,2.924143,3.0,5.0,1,5.0
60.0,65.0,2.924143,3.0,5.0,1,5.0
65.0,70.0,3.107393,3.0,5.0,2,5.0
70.0,75.0,3.174527,3.0,5.0,1,5.0
75.0,80.0,3.174527,3.0,5.0,1,5.0
80.0,85.0,3.047178,2.671081,5.0,2,5.0
85.0,90.0,3.031047,2.711913,5.0,2,5.0
90.0,95.0,3.099166,3.0,5.0,1,5.0
95.0,100.0,3.155917,2.963053,5.0,2,5.0
100.0,105.0,3.483169,2.75,5.0,1,5.0
105.0,110.0,2.975926,2.75,5.0,2,5.0
110.0,115.0,2.846548,2.75,5.0,1,5.0
115.0,120.0,2.846548,2.75,5.0,1,5.0
120.0,125.0,2.846548,2.75,5.0,1,5.0
125.0,130.0,2.976471,2.865469,5.0,2,5.0
130.0,135.0,2.987195,2.875,5.0,1,5.0
135.0,140.0,2.987195,2.875,5.0,1,5.0
140.0,145.0,2.958754,2.842661,5.0,2,5.0
145.0,150.0,2.877262,2.75,5.0,1,5.0
150.0,155.0,2.877262,2.75,5.0,1,5.0
155.0,160.0,2.585517,2.22332,5.0,2,5.0
160.0,165.0,2.531054,2.125,5.0,1,5.0
165.0,170.0,2.531054,2.125,5.0,1,5.0
170.0,175.0,2.594624,2.621825,5.0,2,5.0
175.0,180.0,2.595031,2.625,5.0,1,5.0
180.0,185.0,2.595031,2.625,5.0,1,5.0
185.0,186.281875,2.595031,2.625,1.281875,1,5.0
