elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.685,3.28447,3.125
23.930188,2.835976,2.529719
33.800187,2.876755,2.849552
47.030313,2.890086,2.891875
51.850313,2.943343,2.960026
58.605375,3.005565,2.935818
73.285375,2.967895,3.048831
93.735563,3.020396,3.038177
98.100562,3.027788,3.030917
104.270625,3.025016,2.9995
117.535625,3.026176,3.013664
133.78575,2.973807,2.966456
147.75575,2.980333,2.957809
166.515938,2.954425,3.032976
173.405937,2.961469,3.0565
184.786125,2.969949,3.05302
