block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.912253,3.125,1.0,1,1.0
1.0,2.0,2.623109,3.125,1.0,1,1.0
2.0,3.0,1.929992,3.125,1.0,1,1.0
3.0,4.0,2.722189,3.125,1.0,1,1.0
4.0,5.0,3.204343,3.125,1.0,1,1.0
5.0,6.0,3.024476,3.125,1.0,1,1.0
6.0,7.0,2.341994,3.125,1.0,1,1.0
7.0,8.0,2.973395,3.125,1.0,1,1.0
8.0,9.0,3.526258,3.125,1.0,1,1.0
9.0,10.0,2.741212,3.2825,1.0,2,1.0
10.0,11.0,2.997697,3.625,1.0,1,1.0
11.0,12.0,3.12542,3.625,1.0,1,1.0
12.0,13.0,2.875202,3.625,1.0,1,1.0
13.0,14.0,2.840199,3.625,1.0,1,1.0
14.0,15.0,2.904724,3.625,1.0,1,1.0
15.0,16.0,2.593863,3.625,1.0,1,1.0
16.0,17.0,3.153975,3.625,1.0,1,1.0
17.0,18.0,3.023436,3.625,1.0,1,1.0
18.0,19.0,2.762218,3.625,1.0,1,1.0
19.0,20.0,2.916696,3.625,1.0,2,1.0
20.0,21.0,2.756214,3.625,1.0,1,1.0
21.0,22.0,2.936173,3.625,1.0,1,1.0
22.0,23.0,2.759478,3.625,1.0,1,1.0
23.0,24.0,2.946008,3.625,1.0,1,1.0
24.0,25.0,2.484977,3.546875,1.0,2,1.0
25.0,26.0,2.743904,3.5,1.0,1,1.0
26.0,27.0,2.793215,3.5,1.0,1,1.0
27.0,28.0,3.218057,3.5,1.0,1,1.0
28.0,29.0,2.35958,3.5,1.0,1,1.0
29.0,30.0,3.097512,3.5,1.0,1,1.0
30.0,31.0,2.669274,3.5,1.0,1,1.0
31.0,32.0,2.409091,3.5,1.0,1,1.0
32.0,33.0,2.991964,3.5,1.0,1,1.0
33.0,34.0,2.054906,3.5,1.0,1,1.0
34.0,35.0,2.856144,3.5,1.0,1,1.0
35.0,36.0,2.458731,3.5,1.0,1,1.0
36.0,37.0,2.389221,3.5,1.0,1,1.0
37.0,38.0,2.969193,3.5,1.0,1,1.0
38.0,39.0,3.141279,3.5,1.0,1,1.0
39.0,40.0,2.459085,2.909375,1.0,2,1.0
40.0,41.0,3.062973,2.875,1.0,1,1.0
41.0,42.0,2.969644,2.875,1.0,1,1.0
42.0,43.0,2.404753,2.875,1.0,1,1.0
43.0,44.0,2.88575,3.02,1.0,2,1.0
44.0,45.0,2.837567,3.125,1.0,1,1.0
45.0,46.0,2.835569,3.125,1.0,1,1.0
46.0,47.0,2.369795,3.125,1.0,1,1.0
47.0,48.0,2.195436,3.125,1.0,1,1.0
48.0,49.0,2.861749,3.125,1.0,1,1.0
49.0,50.0,2.191106,3.125,1.0,1,1.0
50.0,51.0,3.121523,3.125,1.0,1,1.0
51.0,52.0,2.648753,3.125,1.0,1,1.0
52.0,53.0,2.793784,3.125,1.0,1,1.0
53.0,54.0,2.744958,3.125,1.0,1,1.0
