seconds,mos_pred_concat,mos_target_concat_durw
6.601562,4.44991,3.75
11.408062,4.438371,3.960662
13.764875,4.232229,3.903191
18.729437,4.41082,3.995118
23.4895,4.250161,4.0721
29.812438,4.300139,4.162854
36.100563,4.294113,4.199806
44.494563,4.300593,4.256438
50.8175,4.314779,4.286743
59.443688,4.31277,4.299551
64.187688,4.315192,4.295888
74.040063,4.30281,4.289782
75.962812,4.308323,4.304595
80.722875,4.285388,4.308747
85.181125,4.27502,4.325299
95.003188,4.262945,4.382131
103.466875,4.249594,4.371322
110.370313,4.265286,4.379371
114.828563,4.262372,4.388907
123.222563,4.264659,4.396475
133.044625,4.260112,4.431802
140.76525,4.250459,4.428687
145.57175,4.251962,4.422787
150.536313,4.260504,4.417089
152.459063,4.265699,4.422864
159.060625,4.271953,4.394937
165.708625,4.271962,4.409182
175.561,4.282013,4.400249
180.6765,4.283019,4.406612
