block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.135996,2.625,5.0,1,5.0
5.0,10.0,3.135996,2.625,5.0,1,5.0
10.0,15.0,3.1695,2.985919,5.0,2,5.0
15.0,20.0,3.170808,3.0,5.0,1,5.0
20.0,25.0,3.217333,3.157888,5.0,2,5.0
25.0,30.0,3.465482,4.0,5.0,1,5.0
30.0,35.0,3.455847,3.978813,5.0,2,5.0
35.0,40.0,2.783379,2.5,5.0,1,5.0
40.0,45.0,2.783379,2.5,5.0,1,5.0
45.0,50.0,2.918585,2.721128,5.0,2,5.0
50.0,55.0,3.012668,2.875,5.0,1,5.0
55.0,60.0,3.012668,2.875,5.0,1,5.0
60.0,65.0,3.029592,2.887944,5.0,2,5.0
65.0,70.0,3.339539,3.125,5.0,1,5.0
70.0,75.0,3.339539,3.125,5.0,1,5.0
75.0,80.0,2.988722,3.019347,5.0,2,5.0
80.0,85.0,2.982828,3.072331,5.0,2,5.0
85.0,90.0,3.327811,3.5,5.0,1,5.0
90.0,95.0,3.327811,3.5,5.0,1,5.0
95.0,100.0,3.21537,3.5,5.0,2,5.0
100.0,105.0,3.071053,3.5,5.0,1,5.0
105.0,110.0,3.202371,3.324716,5.0,2,5.0
110.0,115.0,3.632933,2.75,5.0,1,5.0
115.0,120.0,3.001684,2.62645,5.0,2,5.0
120.0,125.0,2.994276,2.625,5.0,1,5.0
125.0,130.0,2.953177,2.765531,5.0,2,5.0
130.0,135.0,2.811493,3.25,5.0,1,5.0
135.0,140.0,2.811493,3.25,5.0,1,5.0
140.0,145.0,2.827262,3.397858,5.0,2,5.0
145.0,150.0,2.88405,3.338602,5.0,2,5.0
150.0,155.0,2.922547,3.0,5.0,1,5.0
155.0,160.0,2.922547,3.0,5.0,1,5.0
160.0,165.0,3.232627,3.151064,5.0,2,5.0
165.0,170.0,3.556168,3.407519,5.0,2,5.0
170.0,175.0,3.169057,3.5,5.0,1,5.0
175.0,180.0,3.151439,3.5,5.0,2,5.0
180.0,185.0,2.975881,3.5,5.0,1,5.0
185.0,188.691688,2.975881,3.5,3.691687,1,5.0
