block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.337471,2.125,5.0,1,5.0
5.0,10.0,2.337471,2.125,5.0,1,5.0
10.0,15.0,2.383015,2.257092,5.0,2,5.0
15.0,20.0,2.639159,3.0,5.0,1,5.0
20.0,25.0,2.639159,3.0,5.0,1,5.0
25.0,30.0,3.106307,2.873766,5.0,2,5.0
30.0,35.0,3.435608,2.788481,5.0,2,5.0
35.0,40.0,2.728124,3.0,5.0,1,5.0
40.0,45.0,2.728124,3.0,5.0,1,5.0
45.0,50.0,2.728124,3.0,5.0,1,5.0
50.0,55.0,2.754384,2.968056,5.0,2,5.0
55.0,60.0,3.139154,2.5,5.0,1,5.0
60.0,65.0,2.618945,2.603734,5.0,2,5.0
65.0,70.0,2.512302,2.625,5.0,1,5.0
70.0,75.0,2.512302,2.625,5.0,1,5.0
75.0,80.0,2.535097,3.20485,5.0,2,5.0
80.0,85.0,2.551614,3.625,5.0,1,5.0
85.0,90.0,2.551614,3.625,5.0,1,5.0
90.0,95.0,2.551614,3.625,5.0,1,5.0
95.0,100.0,2.230982,3.107617,5.0,2,5.0
100.0,105.0,2.164289,3.0,5.0,1,5.0
105.0,110.0,2.36352,2.586169,5.0,2,5.0
110.0,115.0,2.525361,2.25,5.0,1,5.0
115.0,120.0,2.525361,2.25,5.0,1,5.0
120.0,125.0,2.561998,2.732344,5.0,2,5.0
125.0,130.0,2.572833,2.875,5.0,1,5.0
130.0,135.0,2.572833,2.875,5.0,1,5.0
135.0,140.0,2.571658,2.861661,5.0,2,5.0
140.0,145.0,2.561815,2.75,5.0,1,5.0
145.0,150.0,2.561815,2.75,5.0,1,5.0
150.0,155.0,2.424652,2.922672,5.0,2,5.0
155.0,160.0,2.363225,3.0,5.0,1,5.0
160.0,165.0,2.363225,3.0,5.0,1,5.0
165.0,170.0,2.542553,2.845837,5.0,2,5.0
170.0,175.0,2.654035,2.75,5.0,1,5.0
175.0,180.0,2.654035,2.75,5.0,1,5.0
180.0,185.0,2.654035,2.75,5.0,1,5.0
185.0,186.281875,2.654035,2.75,1.281875,1,5.0
