elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.45825,4.592153,4.625
12.961062,3.48779,3.558955
17.767562,3.702423,3.745898
31.30125,3.384318,3.639579
39.764937,3.498487,3.769503
50.786,3.424982,3.711018
58.506625,3.548325,3.798638
64.733187,3.552107,3.697772
67.09,3.564337,3.695215
80.90775,3.410415,3.51244
89.533937,3.470302,3.595543
103.68675,3.389541,3.548378
108.446812,3.419677,3.584661
113.127062,3.397099,3.58633
122.949125,3.482531,3.689278
138.226125,3.413685,3.613098
146.620125,3.470412,3.663873
152.333562,3.470901,3.653039
156.791812,3.502783,3.680676
167.636562,3.469563,3.668987
172.443062,3.492186,3.685182
181.59075,3.46076,3.675853
