elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.685,3.170217,3.125
14.4915,3.577732,3.498137
24.3615,3.400088,3.549535
28.81975,3.570428,3.715903
33.63975,3.55176,3.702878
42.03375,3.724231,3.862061
56.71375,3.526207,3.768344
66.535812,3.685627,3.931709
70.900812,3.649066,3.866653
75.660875,3.691878,3.898635
88.925875,3.591585,3.783232
97.552062,3.664651,3.83556
111.522062,3.59292,3.715234
113.878875,3.602434,3.713367
120.768875,3.594457,3.708325
128.4895,3.646752,3.748384
139.3045,3.626507,3.719396
147.768187,3.647868,3.749787
160.923187,3.583295,3.637403
165.729687,3.606949,3.655169
174.564687,3.5813,3.615683
179.022937,3.604209,3.640819
190.432937,3.574495,3.617402
