seconds,mos_pred_concat,mos_target_concat_durw
9.685,3.170217,3.125
14.4915,3.477144,3.498137
24.3615,3.298021,3.549535
28.81975,3.418851,3.715903
33.63975,3.36887,3.702878
42.03375,3.546023,3.862061
56.71375,3.352428,3.768344
66.535812,3.500387,3.931709
70.900812,3.473199,3.866653
75.660875,3.502509,3.898635
88.925875,3.434305,3.783232
97.552062,3.505031,3.83556
111.522062,3.421662,3.715234
113.878875,3.43489,3.713367
120.768875,3.419548,3.708325
128.4895,3.462474,3.748384
139.3045,3.444356,3.719396
147.768187,3.464594,3.749787
160.923187,3.421607,3.637403
165.729687,3.43627,3.655169
174.564687,3.406763,3.615683
179.022937,3.430043,3.640819
190.432937,3.407183,3.617402
