elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.809411,3.5
18.832687,2.897955,3.30715
29.677437,2.84388,3.377622
39.547437,2.777025,3.439361
45.260875,2.847586,3.431236
50.080875,2.874148,3.449885
65.357875,2.815866,3.344727
80.037875,2.809653,3.373206
84.718125,2.800294,3.387117
89.083125,2.809833,3.362023
103.235937,2.76442,3.346666
116.500937,2.796159,3.321427
130.318687,2.76287,3.247584
144.288687,2.773466,3.211511
150.51525,2.806179,3.192419
157.40525,2.803018,3.211354
168.426312,2.808302,3.230241
179.241312,2.830732,3.238976
192.775,2.832854,3.257301
