seconds,mos_pred_concat,mos_target_concat_durw
20.450187,3.241717,3.0
28.170812,3.55636,3.376839
36.564812,3.668316,3.634677
50.464937,3.379643,3.25328
58.928625,3.454914,3.396435
63.735125,3.51978,3.460806
66.091937,3.521042,3.466661
72.262,3.47697,3.384123
76.72025,3.494726,3.456231
90.965437,3.278747,3.24776
97.7205,3.26227,3.213352
113.970625,3.182793,3.129463
123.792687,3.27127,3.267959
142.552875,3.222904,3.314946
151.179062,3.241646,3.375432
155.939125,3.26454,3.405944
167.319312,3.252081,3.378334
180.549437,3.222147,3.350611
