block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,4.027342,3.99802,20.0,3,20.0
20.0,40.0,30.0,3.146861,3.514825,20.0,3,20.0
40.0,60.0,50.0,3.832047,3.975703,20.0,4,20.0
60.0,80.0,70.0,3.442514,3.294909,20.0,4,20.0
80.0,100.0,90.0,3.82006,3.714177,20.0,5,20.0
100.0,120.0,110.0,3.50442,3.56796,20.0,3,20.0
120.0,140.0,130.0,3.151526,3.114006,20.0,3,20.0
140.0,160.0,150.0,3.461519,3.428573,20.0,3,20.0
160.0,180.0,170.0,3.71608,3.59281,20.0,3,20.0
180.0,185.236562,182.618281,4.574396,4.25,5.236562,1,20.0
