seconds,mos_pred_concat,mos_target_concat_durw
6.648,4.561166,4.75
20.548125,2.741913,3.058833
26.83625,3.058841,3.36723
38.216437,2.589269,3.257875
43.331937,2.716307,3.41927
62.092125,2.549136,3.481428
66.836125,2.666055,3.535981
83.08625,2.600858,3.35781
89.989687,2.72423,3.445432
96.15975,2.726181,3.384768
102.482687,2.740733,3.453575
122.932875,2.658485,3.378122
127.897437,2.715391,3.411965
134.6525,2.723938,3.378757
141.254062,2.733042,3.396107
154.484187,2.690905,3.362184
164.336562,2.756805,3.415411
178.58175,2.637083,3.312477
180.5045,2.641344,3.329121
