block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.590898,4.652087,5.0,2,5.0
5.0,10.0,4.4569,4.875,5.0,1,5.0
10.0,15.0,4.431748,4.785039,5.0,2,5.0
15.0,20.0,4.212408,4.135852,5.0,2,5.0
20.0,25.0,4.171893,4.069547,5.0,2,5.0
25.0,30.0,4.062476,4.343747,5.0,2,5.0
30.0,35.0,4.000808,4.387369,5.0,2,5.0
35.0,40.0,4.4569,4.875,5.0,1,5.0
40.0,45.0,4.4569,4.875,5.0,2,5.0
45.0,50.0,4.4569,4.875,5.0,1,5.0
50.0,55.0,4.40351,4.755109,5.0,2,5.0
55.0,60.0,3.95583,4.093413,5.0,2,5.0
60.0,65.0,3.989239,4.375,5.0,1,5.0
65.0,70.0,4.245533,4.375,5.0,2,5.0
70.0,75.0,4.274228,4.375,5.0,2,5.0
75.0,80.0,4.274228,4.375,5.0,1,5.0
80.0,85.0,4.280659,4.273617,5.0,2,5.0
85.0,90.0,4.55835,4.568661,5.0,2,5.0
90.0,95.0,4.561556,4.600077,5.0,3,5.0
95.0,100.0,3.920712,4.25,5.0,1,5.0
100.0,105.0,3.920712,4.25,5.0,2,5.0
105.0,110.0,3.920712,4.25,5.0,1,5.0
110.0,115.0,3.949677,3.981602,5.0,3,5.0
115.0,120.0,4.181072,4.407202,5.0,2,5.0
120.0,125.0,4.400624,4.5,5.0,1,5.0
125.0,130.0,4.229447,4.427648,5.0,2,5.0
130.0,135.0,4.216,4.29665,5.0,2,5.0
135.0,140.0,4.041616,4.25,5.0,2,5.0
140.0,145.0,3.920712,4.25,5.0,1,5.0
145.0,150.0,4.264599,4.371595,5.0,2,5.0
150.0,155.0,4.328406,4.42858,5.0,2,5.0
155.0,160.0,4.400624,4.5,5.0,1,5.0
160.0,165.0,4.092152,4.40627,5.0,2,5.0
165.0,170.0,3.992084,4.375,5.0,2,5.0
170.0,175.0,4.126353,4.384073,5.0,2,5.0
175.0,180.0,4.400624,4.5,5.0,1,5.0
180.0,183.031062,4.400624,4.5,3.031063,1,5.0
