elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.92275,4.488288,4.875
11.60775,3.442369,3.414876
21.460125,3.962084,3.798283
31.330125,3.646297,3.743693
37.931688,3.811889,3.744791
42.751688,3.767605,3.731285
47.71625,3.862593,3.785254
62.39625,3.615344,3.718142
68.719188,3.699242,3.790082
73.084187,3.670769,3.735428
79.987625,3.752281,3.801415
93.252625,3.647534,3.705197
97.996625,3.690282,3.73157
111.966625,3.60734,3.624697
117.082125,3.642313,3.668402
123.972125,3.61642,3.665989
130.26025,3.651106,3.700216
141.07525,3.63491,3.675284
147.72325,3.671138,3.72365
160.87825,3.612302,3.613371
162.801,3.622648,3.628271
171.636,3.600948,3.589497
181.488375,3.653793,3.625353
