seconds,mos_pred_concat,mos_target_concat_durw
11.41,2.880629,3.25
21.095,2.840842,3.192611
22.604312,2.822126,3.296599
29.494312,2.65106,3.373315
35.914625,2.828173,3.597074
40.734625,2.84146,3.600378
53.999625,2.792945,3.483602
55.7295,2.813759,3.511271
60.524438,2.83483,3.490572
65.458688,2.909805,3.55724
74.293688,2.859678,3.476108
85.108688,2.819835,3.46326
99.788688,2.727662,3.468665
109.658688,2.677612,3.482736
123.628688,2.655539,3.414062
128.272688,2.679572,3.453378
137.8625,2.734378,3.543572
151.0175,2.680459,3.441778
158.447875,2.707929,3.426923
164.171625,2.755871,3.451261
173.030063,2.796272,3.485754
178.208125,2.809492,3.511592
182.573125,2.802556,3.496372
187.101,2.809061,3.511585
