train_id,26
sys_a,sys6c11c
sys_b,sys78aec
target_seconds,180.0
block_seconds,20.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys6c11c-uttcfbeaa0.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-uttcfbeaa0.wav,9.1476875
sys78aec-uttf30188b.wav,3.25,/net/db/BVCC/main/DATA/wav/sys78aec-uttf30188b.wav,4.7949375
sys6c11c-utt430bc9d.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt430bc9d.wav,10.84475
sys78aec-utt151ad99.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt151ad99.wav,1.729875
sys6c11c-uttaa6814e.wav,3.375,/net/db/BVCC/main/DATA/wav/sys6c11c-uttaa6814e.wav,5.7134375
sys78aec-utt53b5eb6.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utt53b5eb6.wav,9.5898125
sys6c11c-utt9d6c3b4.wav,3.0,/net/db/BVCC/main/DATA/wav/sys6c11c-utt9d6c3b4.wav,15.277
sys78aec-uttcf77e64.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttcf77e64.wav,8.8584375
sys6c11c-utt13d6333.wav,3.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt13d6333.wav,4.68025
sys78aec-utt60aacbe.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt60aacbe.wav,4.93425
sys6c11c-uttf771f0f.wav,3.25,/net/db/BVCC/main/DATA/wav/sys6c11c-uttf771f0f.wav,14.1528125
sys78aec-utt801cd92.wav,4.375,/net/db/BVCC/main/DATA/wav/sys78aec-utt801cd92.wav,5.1780625
sys6c11c-utt5a77f4e.wav,2.625,/net/db/BVCC/main/DATA/wav/sys6c11c-utt5a77f4e.wav,13.81775
sys78aec-utt6ad1fc7.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-utt6ad1fc7.wav,4.527875
sys6c11c-utt80628ff.wav,2.75,/net/db/BVCC/main/DATA/wav/sys6c11c-utt80628ff.wav,6.2265625
sys78aec-uttb5d570a.wav,4.625,/net/db/BVCC/main/DATA/wav/sys78aec-uttb5d570a.wav,6.4203125
sys6c11c-utt0d6c813.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt0d6c813.wav,11.0210625
sys78aec-utte8c4dbe.wav,4.75,/net/db/BVCC/main/DATA/wav/sys78aec-utte8c4dbe.wav,1.5093125
sys6c11c-utt418e043.wav,3.5,/net/db/BVCC/main/DATA/wav/sys6c11c-utt418e043.wav,13.5336875
sys78aec-uttf5a7b89.wav,4.5,/net/db/BVCC/main/DATA/wav/sys78aec-uttf5a7b89.wav,4.644
sys6c11c-utt3ae0696.wav,3.0,/net/db/BVCC/main/DATA/wav/sys6c11c-utt3ae0696.wav,8.5028125
sys78aec-uttf215489.wav,4.125,/net/db/BVCC/main/DATA/wav/sys78aec-uttf215489.wav,5.72375
sys6c11c-utt4ef831e.wav,3.125,/net/db/BVCC/main/DATA/wav/sys6c11c-utt4ef831e.wav,11.03275
