elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.95,3.827794,3.714286
3.74,3.559924,3.420283
7.08,3.75659,3.261326
9.88,3.80743,3.274466
13.83,3.790086,3.327896
17.12,3.82416,3.369705
19.71,3.888883,3.345016
23.3,3.837982,3.407415
25.39,3.807641,3.456194
27.93,3.79517,3.343974
34.03,3.664269,3.365048
36.42,3.676358,3.357498
38.36,3.679052,3.334361
40.71,3.683272,3.365089
44.2,3.684137,3.400864
47.2,3.687149,3.375386
50.89,3.70096,3.420676
57.44,3.689756,3.424538
60.54,3.694338,3.425558
62.94,3.692911,3.412054
68.84,3.670651,3.391023
72.43,3.671737,3.351816
75.32,3.67989,3.376686
79.3,3.693643,3.364055
82.59,3.68172,3.33248
85.73,3.648389,3.34694
87.58,3.652214,3.35261
91.18,3.650051,3.367403
93.02,3.645981,3.36607
95.95,3.645066,3.352346
100.69,3.654621,3.33576
102.68,3.644049,3.311363
106.02,3.618366,3.304418
109.67,3.636008,3.334224
113.76,3.617089,3.336036
116.11,3.626113,3.345794
118.95,3.603266,3.317073
124.85,3.616742,3.325718
127.55,3.623617,3.31305
129.59,3.628998,3.302397
132.83,3.634581,3.299087
137.12,3.643218,3.308501
140.57,3.644679,3.293567
144.06,3.655318,3.289147
145.75,3.649462,3.287578
151.8,3.659673,3.290609
154.92,3.654585,3.267494
159.12,3.665809,3.251635
161.87,3.666583,3.242727
165.17,3.665667,3.235023
167.47,3.668063,3.235458
169.82,3.667655,3.236812
174.07,3.65231,3.249342
177.45,3.660523,3.23983
181.25,3.664332,3.248144
